AU	TI	PY	SO	DI	AB	DE
Mitsunaga T.M.; Nery Garcia B.L.; Pereira L.B.R.; Costa Y.C.B.; da Silva R.F.; Delbem A.C.B.; dos Santos M.V.	Current Trends in Artificial Intelligence and Bovine Mastitis Research: A Bibliometric Review Approach	2024	Animals	10.3390/ani14142023	Mastitis, an important disease in dairy cows, causes significant losses in herd profitability. Accurate diagnosis is crucial for adequate control. Studies using artificial intelligence (AI) models to classify, identify, predict, and diagnose mastitis show promise in improving mastitis control. This bibliometric review aimed to evaluate AI and bovine mastitis terms in the most relevant Scopus-indexed papers from 2011 to 2021. Sixty-two documents were analyzed, revealing key terms, prominent researchers, relevant publications, main themes, and keyword clusters. “Mastitis” and “machine learning” were the most cited terms, with an increasing trend from 2018 to 2021. Other terms, such as “sensors” and “mastitis detection”, also emerged. The United States was the most cited country and presented the largest collaboration network. Publications on mastitis and AI models notably increased from 2016 to 2021, indicating growing interest. However, few studies utilized AI for bovine mastitis detection, primarily employing artificial neural network models. This suggests a clear potential for further research in this area. © 2024 by the authors.	big data; dairy cows; detection; machine learning; mastitis; milk production
El-Husseiny M.; Mashaly I.; Azouz N.; Sakr N.; Seddik K.; Atallah S.	Exploring sustainable urban mobility in Africa-and-MENA universities towards intersectional future research	2024	Transportation Research Interdisciplinary Perspectives	10.1016/j.trip.2024.101167	As university campuses in Africa and the MENA region represent key traffic hubs in their cities, this paper develops a Systematic Literature Review (SLR) to conceptualize a “framework of action” for intersectional sustainable urban mobility. The SLR includes the screening of 258 articles with filtering strategies resulting in 43 articles, following the Preferred Reporting Items for Systematic Review and Meta-Analysis (PRISMA) and Bibliometrics analysis, Systematics, Meta-analysis, and Storytelling techniques (BSMS). Six thematic areas are identified, travel behavior, policy and planning, environment and energy, gendered mobility, health and pandemics, and access for persons with disabilities, in which the most recurrent theme is travel behavior, and research method is survey questionnaires. The study explores the intersectional possibilities of future research-themes with an overview of issues, indicators and determinants. Themes are categorized geographically, methodologically and chronologically from 2007 to 2023. The proposed “framework of action” promotes intersectional research encouraging universities to lead sustainable mobility initiatives from a microscale approach, impacting city-wide sustainability efforts. This framework helps Africa-and-MENA universities to act as focal points for decision-making towards sustainable urban mobility in the city, benefitting urban planners, municipalities and inter-governmental collaboration by providing targeted interventions within-to-and-around campuses. © 2024 The Author(s)	Africa; Gendered mobility; Middle East and North Africa; Sustainable urban mobility; Travel behavior; University campuses
Zhang J.; He M.; Gao G.; Sun T.	Bibliometric analysis of research on the utilization of nanotechnology in diabetes mellitus and its complications	2024	Nanomedicine	10.1080/17435889.2024.2358741	Aim: To identify hotspots in this field and provide insights into future research directions. Methods: Publications were retrieved from the Web of Science Core Collection database. R Bibliometrix software, VOSviewer and CiteSpace were used to perform the bibliometric and visualization analyses. Results: The analysis comprised 468 publications from 58 countries, with the United States, China and India being the leading contributors. ‘Gene therapy’, ‘nanoparticles’ and ‘insulin therapy’ are the primary focuses. ‘Green synthesis’, ‘cytotoxicity’, ‘bioavailability’ and ‘diabetic foot ulcers’ have gained prominence, signifying high-intensity areas of interest expected to persist as favored research topics in the future. Conclusion: This study delves into recent frontiers and topical research directions and provides valuable references for further research in this field. © 2024 Informa UK Limited, trading as Taylor & Francis Group.	bibliometrics; diabetes mellitus; green synthesis; insulin therapy; nanoparticles
Dani F.Z.D.P.; Mardiharini M.; Azahari D.H.; Obaideen K.	Empowering women farmers in rice agriculture: A bibliometric review of gender-inclusive strategies for sustainable development	2024	BIO Web of Conferences	10.1051/bioconf/202411903003	This study presents a comprehensive bibliometric analysis to understand changing research trends related to rice, specifically emphasising its associations with gender equality (SDG 5) and reduced inequalities (SDG 10). The study used data from the Scopus database from 1962 to 2023, employing bibliometrics with VOSviewer 1.6.18 software and text-mining methods with RStudio software. The research identifies prevailing themes, detects publication patterns, and determines the most impactful global contributions within the field. The study results from 472 documents exported indicate that agricultural activities highlight the worldwide focus on integrating sustainable farming methods with wider socio-economic goals. The bibliometric data reveals the multifaceted role of rice beyond its basic function of providing sustenance. The analysis highlights the dynamic nature of the rice research community, where collaborative endeavours contribute to generating innovative insights. The significant role of rice in promoting sustainable development pathways and emphasises its potential to drive socio-economic transformation, particularly in the Asian context. Simultaneously, governments must reorient their policy frameworks to facilitate and promote rice research, which will create a favourable environment that encourages innovation and inclusivity. © The Authors, published by EDP Sciences, 2024.	N/A
Dong J.; Zhang B.; Xin B.; Xiang M.; Li X.; Lü L.	Research Progress on Carbon Tariff Based on Bibliometric Analysis; [基于文献计量分析的碳关税研究进展]	2024	Research of Environmental Sciences	10.13198/j.issn.1001-6929.2024.05.07	With the European Union ′s carbon border adjustment mechanism taking effect, carbon tariffs have become increasingly important in global political and economic discussions. This study conducts a bibliometric analysis of the literature in the field of carbon tariffs based on the research results of CNKI and Web of Science core collection databases from 1998 to 2023. CiteSpace is used to examine the collected research data. Specifically, this study conducts a comprehensive comparative analysis of the research characteristics, hot spots and trends in the field of carbon tariffs, addressing the existing gaps in the analysis of literature characteristics. The results show that researchers mainly explore the attributes and essence, legality and feasibility, economic and environmental impacts, and countermeasures of carbon tariffs, showcasing an interdisciplinary nature. Different researchers have given different evaluations and discussions from their own perspectives, but the main methodologies employed are relatively consistent, including the Computable General Equilibrium (CGE) model, the Global Trade Analysis Project (GTAP) and game analysis. This field has received considerable attention from official governments and authoritative journals. Institutional collaborations are frequent, while international collaborations are generally less common. Domestic research influence is relatively weak. The evolution of publication volume can be divided into three stages: budding stage, fluctuating stage and revival stage. Research hotspots in this field have changed rapidly, and the carbon boundary adjustment mechanism has become the most significant bridge for knowledge transformation and focus shift. Key terms such as carbon neutrality, World Trade Organization rules, and the European Green Deal represent current research frontiers. Possible future research can focus on the latest progress in policy design and international negotiations, conduct in-depth research on the interests and equity indicators of developing countries, assess the multifaceted impact of carbon tariff policies from a global respective, explore the micro-response mechanisms of corporate behavior, strengthen international cooperation and exchange, or create diverse research methods. © 2024 Editorial Board, Research of Environmental Sciences. All rights reserved.	bibliometrics; carbon border adjustment mechanism; carbon tariff; CiteSpace
Ma X.; Lu C.; Gao J.; Cao J.; Wan Y.; Fang H.	Sustainability of new energy vehicles from a battery recycling perspective: A bibliometric analysis	2024	Heliyon	10.1016/j.heliyon.2024.e33800	In recent years, new energy vehicles (NEVs) have taken the world by storm. A large number of NEV batteries have been scrapped, and research on NEV battery recycling is important for promoting the sustainable development of NEVs. Battery recycling is an important aspect of the sustainable development of NEVs. In this study, we conducted an in-depth analysis of the current status of research on NEV battery recycling from a new perspective using bibliometric methods and visualization software. This study shows that research targeting the recycling of NEV batteries is growing rapidly, and collaborative networks exist among researchers from different countries, institutions, and fields. The focus of research has shifted from lead-acid batteries to lithium batteries, and the supply chain and circular economy related to NEV battery recycling is an emerging research hotspot. Based on our analysis, we propose that the government should establish policies to improve the recycling networks at the collection stage and provide subsidies to attract consumers. Enterprises should develop low-cobalt and cobalt-free technologies, utilize green solvents, and develop new battery swap modes. The establishment of an information platform is conducive to the further development of collaborative networks. © 2024 The Authors	Bibliometrics analysis; Circular economy; Closed-loop supply chain; Reuse of waste resources; Sustainable development; Visualization analysis
He S.; Zhang S.; Sun X.; Liu R.; Yuan T.; Chen X.; Zhang X.	Global research trends on the links between prostate cancer and erectile dysfunction between 2003 and 2023: A bibliometrics and visualized study	2024	Heliyon	10.1016/j.heliyon.2024.e33834	Background: The incidence of prostate cancer (PC) has increased in recent years. Erectile dysfunction (ED) after prostate cancer treatment has aroused extensive attention. Bibliometric analysis was designed to investigate a systematic understanding of developments between PC and ED during the past 20 years. Methods: Literatures on PC and ED were retrieved from the Web of Science Core Collection database (WoSCC). By using the VOS viewer and CiteSpace software to analysis the metrics of bibliometric literature, such as number of articles, journals, countries, institutions, authors, keywords and associated information. The number of publications per year was statistically analysed and plotted thorough Microsoft Office. In addition, Pajek software was used to adjust the visual map. Results: A total of 2332 screened articles were included in the analysis. The Journal of Sexual Medicine, ranking first among the analysed journals, published 235 articles. The United States and Canada were leaders in PC and ED research. There is a need to strengthen inter-agency cooperation in this area of research on a global scale. Mulhall JP, as the most prolific author in this area of research, published 80 articles. And Rosen RC was the author with the most co-citated (693 co-citated). The main research focus on the prevention, treatment and management of ED after PC treatment in this field through the keyword analysis. Conclusions: Research on PC and ED is expected to expand further worldwide. We found ED, as new sustainable treatment modalities, scientific postoperative management and psychological interventions for patients, may become the research hotspots and should be closely concerned in this study. © 2024 The Authors	Bibliometrics; CiteSpace; Erectile dysfunction; Prostate cancer; VOSviewer
Triantafyllopoulos L.; Paxinou E.; Feretzakis G.; Kalles D.; Verykios V.S.	Mapping How Artificial Intelligence Blends with Healthcare: Insights from a Bibliometric Analysis	2024	Future Internet	10.3390/fi16070221	The integration of artificial intelligence (AI) into medical practice has become a critical focus in contemporary medical research. This bibliometric analysis examined the scope of AI utilization across the healthcare spectrum by analyzing a significant body of publications from the Scopus and PubMed databases. After removing duplicates and reviews, a total of 2061 articles were assessed using VOSviewer software (version 1.6.20). The results were organized into two main sections: influential factors and thematic directions of AI integration in healthcare. The first section highlights the most productive countries, authors, and institutions in terms of publications. The second section explores the keywords used in the relevant literature, and identifies the main thematic areas where AI has a significant impact in medical sector. The findings of this study aimed not only to assess AI’s current contributions to medicine in general but also to highlight specific technological advancements across medical departments, offering a comprehensive overview. © 2024 by the authors.	artificial intelligence; bibliometric analysis; healthcare; human–AI interaction; medical departments; network visualization
Fajimi L.I.; Oboirien B.O.; Adams T.A., II	Waste tyre gasification Processes: A bibliometric Analysis and comprehensive review	2024	Fuel	10.1016/j.fuel.2024.131684	Waste tyres are a significant environmental problem due to their large volume and the difficulty of disposing of them safely. Waste tyre gasification is one of the key thermochemical routes for converting waste tyres into valuable products such as gaseous fuels and/or solid fuels. In this review, a bibliometric analysis of all works on waste tyre gasification from its onset was investigated. We provide an overview of the current state of the art in waste tyre gasification processes, including the types of reactors, gasification modes, and gasification products. The modelling aspect of waste tyre gasification was also investigated as well as its shortcomings. We also discuss the challenges and opportunities associated with the co-production of gaseous products (syngas and hydrogen) and solid carbon products, polygeneration of multiple products, and identify areas for further research. Our review demonstrates that gasification of waste tyres is a viable option for the production of energy and valuable by-products, but more research is needed to optimize the process and improve its economic feasibility. More research is also required in modelling and optimization of other products such as carbon nanomaterials. In addition, the investigation of the life cycle assessment (LCA) of waste tyre gasification is vital as this can ease the adoption of waste tyre gasification technology in developing nations. © 2024 Elsevier Ltd	Activated carbon; Carbon nanomaterials; Hydrogen; Polygeneration; Waste tyres
Sharma V.; Nimawat D.	Cellular manufacturing system: a descriptive bibliometric analysis, framework, implementation steps and future research direction	2024	Benchmarking	10.1108/BIJ-11-2021-0703	Purpose: The purpose of this article is to conduct a bibliometric analysis of the cellular manufacturing system (CMS) literature published from 1982–2021 to identify key issues and trends for the future. Design/methodology/approach: A six-stage methodology is used to conduct a literature review, which includes: (1) article collection; (2) inclusion/exclusion criteria; (3) reviewing the articles; (4) analyzing the articles; (5) framework development; and (6) future research directions. A total of 936 CMS-specific articles are reviewed. This paper made use of three software tools: the R package, VOSviewer and SciMAT. Findings: According to the findings, the majority of CM researchers focused on cell formation and design. The USA, Iran and India are the top three leading publishers. Additionally, the gap and future direction of CM are discussed. Originality/value: To the best of the authors' knowledge, the current study is the first attempt to investigate CMS evaluation through bibliometric and thematic analysis and provides a decisional framework as well as steps for CMS adoption. For individuals who are interested in understanding more about CMS and its evolution, this paper offers a starting point. © 2023, Emerald Publishing Limited.	Bibliometrics; Cellular manufacturing; SciMAT; Scopus; VOS viewer
Haldar J.	Celebrating a Decade of Trailblazing Research─Collection of Highly Cited Articles Each Year from ACS Infectious Diseases	2024	ACS Infectious Diseases	10.1021/acsinfecdis.4c00381	[No abstract available]	N/A
Cai J.; Tang M.; Deng Y.; Xiong L.; Luo M.; Huang C.; Yang L.; Yang X.	Global research status of intrahepatic cholestasis of pregnancy: A bibliometric analysis of hotspots, bursts, and trends	2024	Heliyon	10.1016/j.heliyon.2024.e33940	Background: Research on intrahepatic cholestasis of pregnancy (ICP) has recently gained attention. However, no bibliometric analysis was performed in the ICP research field. Therefore, the present study aimed to use bibliometric analysis to analyze the current research hotspots and identify global research status in ICP to reference for future research directions. Methods: We comprehensively searched the Web of Science Core Collection (WoSCC) database from its inception to December 31, 2023. Articles and reviews related to ICP were downloaded as plain text file records. We used the VOSviewer and Citespace to perform the bibliometric analysis and visualization. The main bibliometric features were tabulated and calculated. Results: A total of 1092 documents, including 921 original articles and 171 reviews, were identified in WoSCC. These publications were published in 395 journals by 4751 authors from 1250 institutions and 61 countries/regions. The global publication numbers exhibited a gradual upward trend. China, the United States, and the United Kingdom were top contributors to scientific research on ICP. King's College London, London Imperial Coll Sci Technol & Med, and Sichuan University were the most productive institutions. Catherine Williamson had published the most papers and received the most total citations. The most productive journal was Journal of Maternal-Fetal & Neonatal Medicine. The most cited paper was Beuers et al. in the Journal of Hepatology (2009). Citation burst terms showed that “risk factors” and “perinatal outcomes” were hotspots. “Inflammation”, “risk factors”, “perinatal outcomes”, and “bile acid” have gained attention in more recent research. Conclusion: The present study comprehensively summarizes the global research status and research trends in ICP. Our study identifies hotspots, collaborative networks, and trends that will provide new insights and guidance for further research in the field. © 2024	Bibliometrics; Hotspots; Intrahepatic cholestasis of pregnancy; Trend; Visualization
Pireddu A.; Bedini A.; Lombardi M.; Ciribini A.L.C.; Berardi D.	A Review of Data Mining Strategies by Data Type, with a Focus on Construction Processes and Health and Safety Management	2024	International Journal of Environmental Research and Public Health	10.3390/ijerph21070831	Increasingly, information technology facilitates the storage and management of data useful for risk analysis and event prediction. Studies on data extraction related to occupational health and safety are increasingly available; however, due to its variability, the construction sector warrants special attention. This review is conducted under the research programs of the National Institute for Occupational Accident Insurance (Inail). Objectives: The research question focuses on identifying which data mining (DM) methods, among supervised, unsupervised, and others, are most appropriate for certain investigation objectives, types, and sources of data, as defined by the authors. Methods: Scopus and ProQuest were the main sources from which we extracted studies in the field of construction, published between 2014 and 2023. The eligibility criteria applied in the selection of studies were based on the Preferred Reporting Items for Systematic Review and Meta-Analyses (PRISMA). For exploratory purposes, we applied hierarchical clustering, while for in-depth analysis, we used principal component analysis (PCA) and meta-analysis. Results: The search strategy based on the PRISMA eligibility criteria provided us with 63 out of 2234 potential articles, 206 observations, 89 methodologies, 4 survey purposes, 3 data sources, 7 data types, and 3 resource types. Cluster analysis and PCA organized the information included in the paper dataset into two dimensions and labels: “supervised methods, institutional dataset, and predictive and classificatory purposes” (correlation 0.97–8.18 × 10−1; p-value 7.67 × 10−55–1.28 × 10−22) and the second, Dim2 “not-supervised methods; project, simulation, literature, text data; monitoring, decision-making processes; machinery and environment” (corr. 0.84–0.47; p-value 5.79 × 10−25–-3.59 × 10−6). We answered the research question regarding which method, among supervised, unsupervised, or other, is most suitable for application to data in the construction industry. Conclusions: The meta-analysis provided an overall estimate of the better effectiveness of supervised methods (Odds Ratio = 0.71, Confidence Interval 0.53–0.96) compared to not-supervised methods. © 2024 by the authors.	clustering; construction industry; data mining; machine learning; meta-analysis; prediction models; principal component analysis (PCA); smart technology (ST); state of the art; workplace safety
Sun H.; Xie M.; Cui W.; Xie X.; Zong S.	Research progress of loess reinforcement technology: A bibliometric network analysis	2024	Construction and Building Materials	10.1016/j.conbuildmat.2024.136942	Loess structure is loose, with large porosity, high compressibility, strong wet subsidence and other characteristics, widely distributed in the world. The use of loess as roadbed fill is likely to cause engineering problems, so it is necessary to reinforce loess in engineering projects. In this study, a bibliometric analysis of research advances in loess reinforcement techniques was conducted with the use of CiteSpace and HistCite software, and data were collected from 479 documents in the Web of Science core database for the period from 2001 to 2024. The results of this study provide comprehensive insights into various aspects of the topic, including (1) specific attributes of publications; (2) basic details of countries, institutions, and journals covered; and (3) an overview of popular development patterns and priorities. Ultimately, this study evaluates and provides an outlook on the results of research on loess reinforcement techniques and offers guidance for researchers seeking to rapidly integrate into the field. © 2024 Elsevier Ltd	Bibliometric analysis; Loess; Microstructure; Plant root; Reinforced materials
Yu Z.; Zhao Q.; Liu Y.; Yu J.; Wang A.; Ding S.	Soil erosion associated with roads—A global review and statistical analysis	2024	Land Degradation and Development	10.1002/ldr.5159	Global soil degradation due to road erosion is an escalating concern. This study employed bibliometric analysis using the Science Citation Index-Expanded dataset to gain insights into research trends in road erosion. It covered the years 2000–2021, revealing a steady increase in annual research publications, particularly after 2018. The United States and Catena was the leading contributor and the most popular journal, respectively. The primary research areas identified by keywords and statistical analysis are the forests and arid regions in the temperate climate zone (including temperate continental climate and temperate monsoon climate) and the tropical climate zone (including tropical rainforest climate and tropical monsoon climate). Since 2012, a noticeable shift from traditional methods to emerging technologies like isotope tracing (e.g., 137Cs, 210Pb) and machine learning (e.g., random forest) was observed, indicating evolving in methodologies with changes in research scales. The study emphasized the inevitability of road erosion, highlighting the crucial role of effective road management and restoration. It proposed integrating best management practices and ecosystem restoration strategies into watershed management, combined with advanced technological approaches, to foster sustainable watershed development. © 2024 John Wiley & Sons Ltd.	bibliometric; ecological environment; road erosion; scale; sediment delivery
Ren Y.; Zhang Z.; Li H.-P.; Zhang P.-J.; Duo J.; Kong H.	A Comprehensive Overview of the Stellate Ganglion Block Throughout the Past Three Decades: A Bibliometric Analysis	2024	Pain physician	N/A	BACKGROUND: Over the past 3 decades, clinicians and scholars have used and studied the stellate ganglion block (SGB) extensively, making this field a highly anticipated research hot spot. To the best of our knowledge, there has been no bibliometric analysis of the SGB until now. OBJECTIVE: Our study aimed to complete multiple tasks regarding SGB research: identify the collaboration and impact of countries, institutions, journals, and authors, evaluate the knowledge base, trace the trends in hot spots, and explore the emerging topics relevant to the field. STUDY DESIGN: A bibliometric analysis. METHODS: Publications that were associated with the SGB and published between the years of 1993 and 2022 were retrieved from the Web of Science Core Collection on September 21st, 2023. CiteSpace 6.1.R6 and VOSviewer 1.6.18 were used to perform bibliometric and knowledge-map analyses. RESULTS: This study found a total of 837 publications originating from 51 countries and 1006 institutions. These articles were published in 393 journals. The United States was the country that produced the most articles focused on SGB, and the University of California, Los Angeles was the institution associated with the greatest number of publications. The anesthesiology and cardiology journals surveyed for this study published the most articles and received the most citations. Among the authors whose works were examined, Kitajima T had the greatest number of published articles, and Lipov E was the most frequently cited co-author. Five main domains of SGB research included electrical storm and refractory ventricular arrhythmia, breast cancer and climacteric medicine, post-traumatic stress disorder, pain management, and cerebrovascular diseases. The latest hot topics involving this field focused on SGB's anti-arrhythmic and anti-cerebral vasospasm effects and its treatment of long COVID syndrome. LIMITATIONS: Data were retrieved only from the WoSCC; therefore, publications in other databases might have been missed. CONCLUSION: This comprehensive bibliometric analysis conducted a complete overview of SGB research, which was helpful in furthering our understanding of research trends and locating research hot spots and gaps in this domain. This field is developing rapidly and will garner significant and continuous attention from future scholars.	 bibliometric;  CiteSpace;  electrical storm;  hot flashes ;  knowledge-map;  post-traumatic stress disorder;  VOSviewer; Stellate ganglion block
Wang L.; Xiong W.; Rong L.; Fan D.	Current situation of research related to patient privacy protection in China in the context of healthcare data sharing; [健 康 医 疗 数 据 共 享 背 景 下 中 国 患 者 隐 私 保 护相 关 研 究 现 状]	2024	Chinese Medical Ethics	10.12026/j.issn.1001-8565.2024.07.05	Objective：To sort out and analyze the current situation of research related to patient privacy protection in China in the context of healthcare data sharing，with a view to providing a reference for future research in related fields.Methods：Journal articles related to patient privacy protection were retrieved from China National Knowledge Infrastructure and Wanfang databases from 2018 to 2023. The Cite Space 6.2. R 5 software was used to conduct analysis of keyword cluster and keyword burst. Combined with the specific contents of literature，the current situation of research on patient privacy protection in China was sorted out.Results：A total of 1，590 articles were included for analysis. The core journal with the most publications was China Medical Ethics（54 articles，3.40%）. The current situation of research in the field of patient privacy protection in China can be summarized as the privacy issues related to medical care activities，privacy issues caused by new technologies of medical services，and privacy issues in special situations. The results of keyword burst analysis showed that“personal information”and“data sharing”were current hot research topics.Conclusion：In the context of healthcare data sharing，patient privacy protection is still a research hot focus. The current research on the definition of patient privacy protection is relatively limited. It is recommended to deeply explore the understanding of multiple parties on privacy protection and enrich the connotation of patient privacy protection from multiple perspectives in the future. In addition，it is necessary to strengthen medical staff’s awareness and behavioral practice of patient privacy protection，continuously practice the safety and effectiveness of patient privacy protection technology，and further improve legislation related to personal privacy protection in special periods and in the context of health data sharing. © 2024 Editorial department of Chinese Medical Ethics. All rights reserved.	bibliometrics; big data; patient privacy; privacy protection
Nica I.; Georgescu I.; Chiriță N.	Simulation and Modelling as Catalysts for Renewable Energy: A Bibliometric Analysis of Global Research Trends	2024	Energies 	10.3390/en17133090	This study investigates the application of advanced simulation and modeling technologies to optimize the performance and reliability of renewable energy systems. Given the urgent need to combat climate change and reduce greenhouse gas emissions, integrating renewable energy sources into existing infrastructure is essential. Using bibliometric methods, our research spans from 1979 to 2023, identifying key publications, institutions, and trends. The analysis revealed a significant annual growth rate of 16.78% in interest in simulation and modeling, with a notable surge in published articles, reaching 921 in 2023. This indicates heightened research activity and interest. Our findings highlight that optimization, policy frameworks, and energy management are central themes. Leading journals like Energies, Energy, and Applied Energy play significant roles in disseminating research. Key findings also emphasize the importance of international collaboration, with countries like China, the USA, and European nations playing significant roles. The three-field plot analysis demonstrated interconnections between keywords, revealing that terms like “renewable energy sources”, “optimization”, and “simulation” are central to the research discourse. Core funding agencies, such as the National Natural Science Foundation of China (NSFC) and the European Union, heavily support this research. This study underscores the importance of policies and sustainability indicators in promoting renewable energy technologies. These insights emphasize the need for ongoing innovation and interdisciplinary collaboration to achieve a sustainable energy future. © 2024 by the authors.	bibliometric analysis; modelling; renewable energy; RStudio; simulation; sustainable energy
Huang C.; Ji X.-R.; Huang Z.-H.; Wang R.-J.; Fan L.-Q.; Zhu W.-B.; Luo Q.; Qing-Li	Global status of research on fertility preservation in male patients with cancer: A bibliometric and visual analysis	2024	Heliyon	10.1016/j.heliyon.2024.e33621	Background: Recently, male fertility preservation before cancer treatment has become more prevalent. The research in this field has progressed over time, with some studies having a major impact and providing guidance for further research. However, the trends and hotspots of research on fertility preservation in male cancer patients may have changed; exploring them is essential for relevant research progress. Design: We extracted relevant studies from the Web of Science Core Collection database, capturing information on the countries of study, affiliations, authors, keywords, as well as co-citations of references and journals. To identify publication trends, research strengths, key subjects, prominent topics, and emerging areas, we conducted a bibliometric analysis using CiteSpace. Results: We included 3201 articles on fertility preservation in male cancer patients published over January 1999 to December 2023 were included. Although the relevant research growth rate was slow initially, the number of publications increased annually. Of all study countries, the United States, Germany, and Japan reported the earliest studies; the United States published the highest number of relevant studies. The US institutions remained at the forefront for all 25 years, and the US researcher Ashok Agarwal published the most articles. Literature co-citation analyses indicated a transformation in the study participants; they comprised a younger demographic (i.e., a large number of adolescent male patients underwent fertility preservation); moreover, fertility preservation techniques evolved from sperm cryopreservation to testicular tissue cryopreservation. Research on reproductive outcomes of sperm cryopreservation was the recent hotspot in male fertility preservation research, and the impact of immunotherapy and checkpoint inhibitors on male fertility requires further research. Conclusions: Male fertility preservation will be a major future research focus, with closer connections and collaborations between countries and organizations. Our results present the historical data on the development of research on male fertility preservation in cancer patients, providing relevant insights for future research and development in this study area. © 2024 The Authors	Bibliometrics; Cancer; CiteSpace; Male fertility preservation; WoSCC
Merecz-Sadowska A.; Sitarek P.; Zajdel K.; Sztandera W.; Zajdel R.	Genus Sambucus: Exploring Its Potential as a Functional Food Ingredient with Neuroprotective Properties Mediated by Antioxidant and Anti-Inflammatory Mechanisms	2024	International Journal of Molecular Sciences	10.3390/ijms25147843	The genus Sambucus, mainly Sambucus nigra, has emerged as a valuable source of bioactive compounds with potential neuroprotective properties. This review explores the antioxidant, anti-inflammatory, and neuroregenerative effects of Sambucus-derived compounds and their implications for brain health and cognitive function. In vitro studies have demonstrated the ability of Sambucus extracts to mitigate oxidative stress, modulate inflammatory responses, and promote neural stem cell proliferation and differentiation. In vivo studies using animal models of neurodegenerative diseases, such as Alzheimer’s and Parkinson’s, have shown that Sambucus compounds can improve cognitive function, motor performance, and neuronal survival while attenuating neuroinflammation and oxidative damage. The neuroprotective effects of Sambucus are primarily attributed to its rich content of polyphenols, particularly anthocyanins, which exert their benefits through multiple mechanisms, including the modulation of signaling pathways involved in inflammation, apoptosis, mitochondrial function, and oxidative stress. Furthermore, the potential of Sambucus as a functional food ingredient is discussed, highlighting its application in various food products and the challenges associated with the stability and bioavailability of its bioactive compounds. This review provides a comprehensive overview of the current state of research on the neuroprotective potential of Sambucus and its derivatives, offering valuable insights for the development of dietary strategies to promote brain health and prevent age-related cognitive decline. © 2024 by the authors.	cognitive function; elderberry; functional food; neuroinflammation; neuroprotection; oxidative stress; Sambucus nigra
Ma J.; Zheng L.; Yu F.	Current status and future prospects of biochar application in electrochemical energy storage devices: A bibliometric review	2024	Desalination	10.1016/j.desal.2024.117597	Biochar has garnered significant attention across various fields due to its outstanding catalytic properties, making it a focal point in biochar development. This study employs Citespace software to perform a bibliometric analysis, elucidating the research hotspots and developmental trends of biochar in electrochemical energy storage devices. It visualizes the trends and research status of biochar within this context. A visual analysis network, encompassing national collaboration, institutional cooperation, and author levels, is established and categorized. Additionally, the visualization of cited documents and journal co-citation networks reveals the primary subject distribution and core journals in this domain. The main research content is identified through journal co-citation visualization. Keyword co-occurrence and burst analyses highlight current research hotspots and emerging frontiers. This comprehensive analysis explores the collaborative efforts and contributions of biochar in electrochemical energy storage devices, from individual researchers to institutions and countries, providing insights into its developmental status. The paper offers a detailed exposition, further organizing the development narrative of this field and clarifying its research hotspots and trends. The conclusions and outlooks presented can offer scholars a deeper understanding of biochar's role in electrochemical energy storage devices and guide future research directions in this area. © 2024 Elsevier B.V.	Battery; Bibliometric analysis; Biochar; Capacitive deionization; Citespace; Supercapacitor
N/A	Research Progress of Land Use Change and Carbon Sink Assessment Based on Bibliometrics; [基于文 献 计 量 的 土 地 利 用 变 化 与 碳 汇 评 估 交 叉 研 究进展]	2024	Shengtai Xuebao	10.20103/j.stxb.202312082679	[No abstract available]	N/A
Alao K.T.; Gilani S.I.-U.-H.; Sopian K.; Alao T.O.; Oyebamiji D.S.; Oladosu T.L.	Biomass and organic waste conversion for sustainable bioenergy: A comprehensive bibliometric analysis of current research trends and future directions	2024	International Journal of Renewable Energy Development	10.61435/ijred.2024.60149	"The rising demand for renewable energy sources has fueled interest in converting biomass and organic waste into sustainable bioenergy. This study employs a bibliometric analysis (2013-2023) of publications to assess trends, advancements, and future prospects in this field. The analysis explores seven key research indicators, including publication trends, leading contributors, keyword analysis, and highly cited papers. We begin with a comprehensive overview of biomass as a renewable energy source and various waste-to-energy technologies. Employing Scopus and Web of Science databases alongside Biblioshiny and VOSviewer for analysis, the study investigates publication patterns, citation networks, and keyword usage. This systematic approach unveils significant trends in research focus and identifies prominent research actors (countries and institutions). Our findings reveal a significant increase in yearly publications, reflecting the growing global focus on biomass and organic waste conversion. Leading contributors include China, the United States, India, and Germany. Analysis of keywords identifies commonly used terms like ""biofuels,"" ""pyrolysis,"" and ""lignocellulosic biomass."" The study concludes by proposing future research directions, emphasizing advanced conversion technologies, integration of renewable energy sources, and innovative modelling techniques. © 2024. The Author(s)."	Bibliometric analysis; Bioenergy; Biomass; Organic waste conversion; Renewable energy; VOSviewer
