"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"man c.; liu t.; yan s.; xie q.; liu h.","research status and hotspots of patient engagement: a bibliometric analysis","2024","patient education and counseling","10.1016/j.pec.2024.108306","objective: this analysis aimed to examine current global trends in patient engagement research and identify critical focus areas. methods: we searched the web of science core collection database for pertinent literature from january 1, 2000 to december 31, 2022. citespace and vosviewer were used for information analysis. results: the bibliometric analysis covered 11,386 documents from 140 countries/regions, featuring contributions from 12,731 organizations and 45,489 authors. the united states and the university of toronto were the most prolific country and institution. leading researchers in publications and citations included hibbard jh, elwyn g, legare f, and street rl. patient education and counseling led among journals. conclusion: patient engagement research has experienced significant growth over the past two decades. the core of patient engagement research includes concepts, content, practical frameworks, impact assessment, and barriers. the current research focal points revolve around interventions for chronic disease patients, integrating digital health technologies to improve engagement, and incorporating patient-reported outcomes (pros) into healthcare delivery. practice implications: this study unveils key trends and emphasizes global collaboration, strategic focus on chronic disease interventions, integration of digital health technologies, and the pivotal role of pros. embracing these insights promises to optimize healthcare practices and empower patients on a global scale. (c) 2024 the authors","bibliometric; digital health technology; patient engagement; patient-reported outcome"
"silva m.c.; do nascimento monte c.; de souza j.r.; selfe a.c.c.; ishihara j.h.","mapping of metals contamination in coastal sediments around the world in the last decades: a bibliometric analysis and systematic review","2024","marine pollution bulletin","10.1016/j.marpolbul.2024.116572","the quality of coastal sediments contaminated by metals has been discussed for decades worldwide. however, there is a lack of information on the current situation and trends in this research field. for this reason, this is the first study to present an integrated analysis of bibliometric mapping and systematic review, using the scopus database. the subject has grown exponentially, with a notable increase in citations and predicted increases for the coming years. the chinese academy of sciences and chinese authors were highlighted. the main areas of study were the yellow sea, adriatic sea and persian gulf. the main metals related were cu, pb, zn, cr and cd, linked to anthropogenic sources such as agriculture, domestic sewage and mining and industry activities. the igeo proved to be the main index for assessing pollution. this research is useful for pointing out the needs of future research, supporting the development of this topic. (c) 2024 elsevier ltd","anthropogenic sources; copper; ecological risks; igeo; sediment contamination"
"liu j.; hu y.; lu w.","a review of research on the relationship between grasslands and human activities","2024","ecological indicators","10.1016/j.ecolind.2024.112178","due to their ecological sensitivity and limited resource availability, grasslands are exceptionally vulnerable to environmental changes and human activities. however, comprehensive and in-depth analyses of the interplay between grasslands and human activities remain scarce. this study employed bibliometrics and critical paper analysis to scrutinize 4738 publications from 2000 to 2023. the findings reveal that: (1) since 2000, research on grassland-human activity interactions has evolved and intensified, spanning diverse disciplines including environmental ecology, plant science, agricultural science, and biodiversity conservation. a notable trend is the relative clustering of scholars and research institutions within eastern and western countries and within national boundaries. china leads in publication volume, whereas the united states exerts greater influence in the international collaborative network. (2) approximately 80% of the highly co-citation literature concentrates on elucidating scientific knowledge, particularly the impact of human activities on vegetation characteristics, grassland communities, and ecosystems. research hotspots predominantly encompass european grasslands, north america's great plains, and the tibetan plateau grasslands in china. the remaining 20% focuses on methodological advancements and tools, with frequent utilization of r language, pc-ord, and google earth engine (gee). (3) initial studies (2000-2005) primarily investigated the effects of specific anthropogenic activities on grassland biomes at a community level through experimental observations. subsequent research (2006-2013) shifted towards exploring the overarching characteristics and transformations of grassland rangelands at regional scales, heavily relying on remote sensing technologies. more recent studies (2014-2023) have emphasized a comprehensive, quantitative appraisal of the multifaceted impacts of internal and external stressors on grassland ecosystems. this study enhances the understanding of the historical trajectory of grassland-anthropogenic relationship research, highlighting pivotal knowledge and collaborative tools. (c) 2024 the authors","bibliometric review; driving mechanism; grasslands; human activities; interplay"
"tian c.; chen y.; tan x.","impacts of molecular drivers in aortic dissection","2024","clinical and translational discovery","10.1002/ctd2.323","background: aortic dissection (ad) is a lethal cardiovascular emergency involving high mortality and disability. however, its specific pathogenesis remains to be elucidated. methods: a bibliometric analysis based on the web of science database, vosviewer software and citex platforms was conducted to have a knowledge of the development trends, frontiers and hot spots of ad. subsequently, the top five ad-related genes from the titles and abstracts of published literature were searched. lastly, the roles of the top five genes and their encoded proteins in the onset of ad were reviewed. results: the bibliometrics showed that most studies are exploring the molecular drivers related to ad, especially gene mutations. the top five ad-related genes were transforming growth factor-b (tgfb)-related genes, elastin (eln), fibrillin-1 (fbn1), angiotensinogen (agt) and matrix metalloproteinase 9 (mmp9). in particular, regulation of the structure of elastic fiber by tgfb-related genes, eln and fbn1, appears to be the principal mechanism contributing to ad onset. activation of the renin-angiotensin system is the principal mechanism by which agt triggers ad. mmp9 promotes the formation and development of ad by degrading extracellular matrix components. conclusion: tgfb, eln, fbn1, agt and mmp9 are the five top molecular drivers of ad, providing a comprehensive mechanistic insight into ad. (c) 2024 the author(s). clinical and translational discovery published by john wiley & sons australia, ltd on behalf of shanghai institute of clinical bioinformatics.","agt; aortic dissection; eln; fbn1; mmp9; molecular drivers; tgfb"
"lymbery a.j.; lymbery s.j.","equal rights for parasites: are we there yet?","2024","international journal for parasitology: parasites and wildlife","10.1016/j.ijppaw.2024.100945","",""
"boshoff n.; ngwenya s.; koch s.; dudek j.; strelnyk o.; costas r.; uisso a.j.","geographical inequalities in global forest science: a bibliometric perspective","2024","forest policy and economics","10.1016/j.forpol.2024.103250","this bibliometric study is situated in the context of increasing awareness of inequalities in forest science. it was led by a single, core question: what geographical inequalities structure global forest science and how do they align with the natural geographical distribution of forest areas? bourdieu's field theory was used to investigate the inequalities, focusing on three types of capital considered important for participation in global science: scientific capital (products of knowledge and acts of recognition), collaboration capital, and funding capital. to operationalise the types of capital for bibliometric analysis, eight regional-level indicators and seven country-level indicators were developed. the dimensions database served as the data source to extract relevant publications in forest science from 2000 to 2021 based on the database's publication-level field classification. forest-related research needs were determined using non-bibliometric data, specifically the extent of cover per region and country. this enabled the calculation of disparity ratios between the world shares of forest publications and the world shares of forests. the results highlight persisting inequalities in the distribution of different forms of capital in global science, as well as (mis)alignment with the geographical distribution of forest areas. while the bourdieusian assumption that capital breeds capital seems to apply to two dominant regions (europe and northern america), explaining their continued centrality as loci of forest science, it does not seem to apply more generally. the study points to a mismatch between research foci and needs, which is concerning given the importance of place and context in forest science. (c) 2024 the author(s)","bibliometrics; bourdieu; forest science; inequality; scientific capital"
"tahir h.","optimization of energy storage systems for integration of renewable energy sources -- a bibliometric analysis","2024","journal of energy storage","10.1016/j.est.2024.112497","considering the critical nature of climate change mitigation, it is imperative to boost the integration of renewable energy sources (res) into the power system. nevertheless, increasing the utilization of these resources is hindered by their high volatility and unpredictability. energy storage system (ess) deployments in recent times have effectively resolved these concerns. to contribute to the body of knowledge regarding the optimization of ess size for renewable energy integration, this article provides a bibliometric overview and analysis of the topic. using the web of science and scopus databases, a preliminary search was performed during the initial week of october 2023, resulting in the selection of 241 manuscripts for further screening. the research conducted an analysis of various factors, including the publication trend by year, the leading journals, the geographic distribution of publications, the most prolific authors, the most cited articles, and the key subject areas. a network analysis concerning the most frequently used keywords and bibliographic coupling across various countries was presented. furthermore, an extensive examination is conducted on the content of the chosen manuscripts, resulting in a thorough discussion on various themes. these include the volume and resolution of the input data, the representative scenarios, the software tool and optimization algorithm utilized, the commonly discussed types of ess and res, and the operation mode of the system. moreover, the number of studies which incorporated variations in load during the design process and the type of study are quantified. the findings indicate a positive trajectory in the number of publications pertaining to the subject of interest. the selected literature was published in a total of 61 distinct journals, with 'energy' holding the most publications. china emerged as the leading contributor in terms of number of publications and the most prolific authors. furthermore, the network analysis identified renewable energy, optimization, microgrid and battery energy storage as the most frequently used keywords. the content analysis reveals that the most frequently addressed themes in the literature are the hourly resolution of the data (81 %), representative days (94 %), meta-heuristic algorithms (46 %), matlab software tool (50 %), battery ess (65 %), hybrid res (52 %), and grid-connected mode of operation (79 %). finally, valuable insights and future recommendations are offered based on the findings. (c) 2024 elsevier ltd","bibliometric analysis; energy storage system; optimization; renewable energy integration; research trends; uncertainty"
"li x.; sun y.","global trends in research related to emergence agitation from 1978 to 2023: a bibliometric analysis","2024","journal of perianesthesia nursing","10.1016/j.jopan.2023.10.017","purpose: emergence agitation (ea) is a postoperative behavioral disorder characterized by a lack of connection between consciousness and behavior. despite its clinical importance and prevalence in the postoperative setting, the research focus and knowledge structure remain to be systematically mapped. therefore, we conducted a bibliometric analysis from 1978 to 2023 to address this gap. this study aims to excavate research hotspots, map knowledge structure, uncover emerging trends, and provide invaluable insights for guiding future research endeavors. design: a bibliometric analysis of emergency agitation. methods: we conducted a literature search in the web of science core collection for articles on ea published between 1978 and 2023. we collected data on countries, institutions, journals, authors, citations, and keywords. subsequently, we comprehensively analyzed the gathered knowledge units using three tools, including vosviewer, histcite pro, and arcgis pro. findings: from 1978 to 2023, we retrieved 948 pieces of literature on ea, with the number of publications increasing yearly. china ranked first in the number of publications (n = 253, 26.69%). the united states was the most cited and influential country, closely collaborating with other countries (5,661 citations, h-index 57, citations per publication 37.99, total link strength [tls] 24). yonsei university was the most productive and influential institution (n = 18, 1.9%, 427 citations, h-index 12, citations per publication 23.72). shanghai jiao tong university had close collaborative relationships with other universities (tls 7). the journal with the most publications and influence was pediatric anaesthesia (n = 46, 4.92%, h-index 32). anaesthesia and analgesia was the most cited journal (2,849 citations). m.t. aouad was the most influential and productive author devoted to studying ea (n = 6, 0.63%, 173 citations, tls 3,002). the most influential reference was greater incidence of delirium during recovery from sevoflurane anaesthesia in preschool boys (author j. aono, no. 19, if = 8.8, q1, local citation score 147). hot research directions in ea include ea and emergence delirium, propofol and ea, risk factors of ea, ea in pediatric anaesthesia, dexmedetomidine, and ea induced by sevoflurane. esketamine, nalbuphine, sugammadex, and dezocine are drugs that have received increased attention in recent years. conclusions: the study mapped the knowledge structure of ea and identified six prominent research directions, four drugs of significant research interest, and emerging thematic trends. these findings offer insights into the current state of research on ea, providing a comprehensive view of the field's landscape. (c) 2024 the american society of perianesthesia nurses","bibliometric analysis; emergency agitation; global trends"
"rodriguez-martin m.; domingo r.; ribeiro j.","mapping and prospective of additive manufacturing in the context of industry 4.0 and 5.0","2024","rapid prototyping journal","10.1108/rpj-11-2023-0410","purpose: this study aims to investigate the scientific impact of additive manufacturing in recent years, considering its evolution as an industry 4.0 technology and also in the current context of industry 5.0. for this aim, advanced statistics and scientometric tools have been used. design/methodology/approach: this study aims to explore the trends and impacts of additive manufacturing, focusing on its evolution and its relationship with industry 4.0 and 5.0. for this purpose, a scientometric study and a meta-analysis of data extracted from the scientific scopus database have been carried out. r programming and specific bibliometric software have been used to conduct the research. initially, the data were evaluated from various perspectives, including sources, topics and impact indexes, to assess trends derived from the volume of publications, the impact of sources and affiliations, as well as the production segmented by country and the relationships between authors from different countries. subsequently, a meta-analysis on keywords has been carried out using two distinct clustering methodologies: link strength and fractionalization. the results obtained were compared to establish a specific taxonomy of the am subtopics, considering am as a single body of knowledge related to industries 4.0 and 5.0 paradigms. the analyses carried out have shown the impact and strong evolution of additive manufacturing as a field of knowledge at the world level, both from the point of view of manufacturing processes and from the point of view of materials science. in addition, some differences have been detected depending on the country. as a result of the meta-analysis, four different subtopics have been detected, some of which are highly related to other technologies and approaches in industries 4.0 and 5.0 paradigms. additionally, it establishes a comprehensive taxonomy for am research, serving as a foundational reference for future studies aimed at exploring the evolution and transformative impact of this technology. findings: the analyses carried out have shown the impact and strong evolution of additive manufacturing as a field of knowledge at the world level, both from the point of view of manufacturing processes and from the point of view of materials science. in addition, some differences have been detected depending on the country. as a result of the meta-analysis, four different subtopics have been detected: one of them directly related to the use of recently developed industry 4.0 technologies in additive manufacturing. the results provide a starting point for prospective studies to understand the evolution and disruption of this technology. originality/value: the paper is original and is based on data systematically extracted from scientific databases. then, a specific methodology based on different advanced tools was applied for scientometric evaluation and meta-analysis. (c) 2024, emerald publishing limited.","additive manufacturing (am); bibliometric analysis; industry 4.0; manufacturing; meta-analysis"
"song x.; luo z.; huang d.; xiao l.; zou k.","the top 100 cited articles focusing on acute lung injury and ards: bibliometric and visualization analyses","2024","respiratory care","10.4187/respcare.11616","background: in recent years, acute lung injury (ali) and ards have emerged as critical health concerns, drawing considerable attention from clinicians. the volume of published articles on ali/ards is on the rise, indicating the expanding research interest in this field. however, the precise quantity and quality of studies on ali/ards remain unclear. consequently, we employed bibliometric and visual techniques to comprehensively analyze the patterns and focal points of these articles. methods: to investigate the characteristics of highly referenced papers on ali/ards and offer insights into the progress and advancements in research on ali/ards, we conducted a comprehensive search in the core web of science database for cited articles using the terms ali, acute lung injury, ards, or acute respiratory distress syndrome. a total of 60,282 citations were retrieved by narrowing the scope to reviews, articles, and publications in english. from the obtained citations, we selected materials for analysis from the top 100 articles with the highest number of citations. subsequently, the articles were visualized and analyzed using vosviewer, citespace, and bibliometric techniques. this analysis focused on identifying trends related to authors, journals, countries, institutions, collaborative networks, key words, and other relevant factors in the field of ali/ards research. results: among the top 100 cited articles, the highest and lowest number of citations were 6,957 and 451, respectively. the 100 articles were published between 1991-2020, with a peak in publications observed in 2004, 2005, and 2012 (no. = 7). among 29 journals, the new england journal of medicine (no. = 21) had the highest number of publications, followed by the american journal of respiratory and critical care medicine (no. = 14). among the 29 countries represented in the top 100 cited articles, the united states (no. = 51) emerged as the leading country in the number of publications, followed by canada (no. = 19) (there was some overlap in paper output between countries due to co-publication). the 3 predominant keywords identified in studies within the ali/ards domain were ali, mechanical ventilation, and peep. conclusions: this study provides a historical perspective on the scientific advancements in ali/ards research, highlighting the need for further investigation and development in specific areas within the field. bibliometric analyses revealed that the united states is the predominant force in the field of ali/ards, contributing significantly to its development. through an examination of highly cited papers on ali/ards, we have identified global research trends, assessed the quality of studies, and identified hot topics in the field of ali/ards. copyright (c) 2024 by daedalus enterprises.","acute lung injury; ards; bibliometric analyses; citations; citespace; visual analyses"
"pokharel a.; luitel n.; khatri a.; khadka s.; shrestha r.","review on the evolving role of infrared thermography in oncological applications","2024","infrared physics and technology","10.1016/j.infrared.2024.105399","in recent years, researchers have increasingly explored the application of thermography for premature cancer detection without resorting to invasive procedures. this comprehensive review article investigates how thermography is applied in the field of cancer research with a focus on different types of cancers but excludes an in-depth analysis of breast cancer due to the abundance of pre-existing online literature. during the literature collection phase, a bibliometric and scientometric analysis was done to showcase the work done in this particular domain. the review is organized firstly with an overview of medical thermography fundamentals followed by its principles and applications. concurrently, this review article highlights various medical thermography techniques providing some insights into the diverse approach medical professionals employ. as the exploration deepens into thermography, the literature covers image acquisition and processing methods followed by the computational tools utilized for comprehensive analysis of thermograms. at the core of this review is an in-depth illustration of the state-of-the-art outcomes of diverse researchers. the review studies their objectives and achievements therefore offering insights into the evolving methodologies and findings within thermography-based cancer research over time. the bibliographic data for review was primarily extracted using google scholartm whereas the scopus database was used to extract bibliographic data for the scientometric mapping. the primary goal of this review article is to synthesize this collective knowledge, providing a clear understanding of how the application of thermography contributes to the field of oncology. the purpose of this review article is to serve as a valuable resource for researchers by placing the basis for additional progressions in this dynamic emerging field. (c) 2024 elsevier b.v.","diagnostics; image processing; infrared thermography; medical applications; oncology"
"chen q.-k.; xiang x.-h.; yan p.; liu s.-y.","enhancing strategies of photosynthetic hydrogen production from microalgae: differences in hydrogen production between prokaryotic and eukaryotic algae","2024","bioresource technology","10.1016/j.biortech.2024.131029","hydrogen production through the metabolic bypass of microalgae photosynthesis is an environmentally friendly method. this review examines the genetic differences in hydrogen production between prokaryotic and eukaryotic microalgae. additionally, the pathways for enhancing microalgae-based photosynthetic hydrogen generation are summarized. the main strategies for enhancing microalgal hydrogen production involve inhibiting the oxygen-generating process of photosynthesis and promoting the oxygen tolerance of hydrogenase. future research is needed to explore the regulation of physiological metabolism through quorum sensing in microalgae to enhance photosynthetic hydrogen production. moreover, effective evaluation of carbon emissions and sequestration across the entire photosynthetic hydrogen production process is crucial for determining the sustainability of microalgae-based production approaches through comprehensive lifecycle assessment. this review elucidates the prospects and challenges associated with photosynthetic hydrogen production by microalgae. (c) 2024 elsevier ltd","algal-bacterial symbiosis; bibliometric; microalgae species; oxygen tolerance; quorum sensing"
"carollo a.; esposito g.","hyperscanning literature after two decades of neuroscientific research: a scientometric review","2024","neuroscience","10.1016/j.neuroscience.2024.05.045","hyperscanning, a neuroimaging approach introduced in 2002 for simultaneously recording the brain activity of multiple participants, has significantly contributed to our understanding of social interactions. nevertheless, the existing literature requires systematic organization to advance our knowledge. this study, after two decades of hyperscanning research, aims to identify the primary thematic domains and the most influential documents in the field. we conducted a scientometric analysis to examine co-citation patterns quantitatively, using a sample of 548 documents retrieved from scopus and their 32,022 cited references. our analysis revealed ten major thematic domains in hyperscanning research, with the most impactful document authored by czeszumski and colleagues in 2020. notably, while hyperscanning was initially developed for functional magnetic resonance imaging (fmri), our findings indicate a substantial influence of research conducted using electroencephalography (eeg) and functional near-infrared spectroscopy (fnirs). the introduction of fnirs and advancements in eeg methods have enabled the implementation of more ecologically valid experiments for investigating social interactions. the study also highlights the need for more research that combines multi-brain neural stimulation with neuroimaging techniques to understand the causal role played by interpersonal neural synchrony in social interactions. (c) 2024 the author(s)","hyperscanning; neuroimaging; scientometrics; second-person neuroscience; social neuroscience"
"al qudah s.m.a.; fuentes-bargues j.l.; ferrer-gisbert p.s.","bibliometric analysis of the literature on risk management in the construction sector: exploring current and future trends","2024","ain shams engineering journal","10.1016/j.asej.2024.102843","the literature's current state of the art and future research directions for risk management in the construction sector are described and analyzed in this paper. web of science and vosviewer-based literature: a bibliometric and visualization tool. a web of science core collection of 676 research publications on risk management and the construction sector written between 2000 and 2021 was examined. the work investigates cluster analysis, co-occurrences analysis of authors' keywords, and mapping of bibliographic coupling. results show the contribution of 61 authors from 80 countries, 45 institutions, and 20 keywords were identified and organized in three clusters: risk management in construction project management, enterprise risk management in the construction sector, and effective project management for the construction project success. (c) 2024 the authors","bibliometric analysis; co-occurrences analysis; construction sector; risk management"
"hassan w.; duarte a.e.","bibliometric analysis: a few suggestions","2024","current problems in cardiology","10.1016/j.cpcardiol.2024.102640","in an era marked by the exponential growth of scientific production, bibliometric analysis (ba) has emerged as indispensable tool for understanding the dynamics of research fields. in this review, we tried to provide a few tips which can be incorporated in ba. for instance; (a) solely presenting the number of publications per year is not an ideal approach. there is need to provide (at least) per-year citations and the total h-index of all publications, which may offer more nuanced and informative perspective on research productivity and influence. (b) traditionally, a researcher's performance has been assessed primarily through the number of publications and the h-index. while these metrics offer valuable insights into scholarly output and citation impact, this review aims to broaden the perspective on researcher evaluation by exploring a diverse array of alternative performance indicators. (c) co-word occurrence analysis has been a cornerstone for identifying thematic relationships among publications. we presented a few simple concepts i.e. keywords dynamic, and trends alongside traditional co-word analysis. the normal procedure of ba involves, data collection, publication trends, authorship and collaboration, citation analysis, keyword analysis, geographical and institutional trends, journal analysis, research impact, and visualization. we tried to provide some theoretical foundation, which may help the readers understand the context and principles behind the analysis. (c) 2024 elsevier inc.","authors performance; bibliometric analysis; co-words analysis; yearly production"
"fadeyi o.j.; akwu n.a.; lekhooa m.; hayeshi r.; aremu a.o.","utilisation of medicinal plants for their antifertility activities: a bibliometric analysis of research endeavours from 1968 to 2023","2024","phytomedicine plus","10.1016/j.phyplu.2024.100580","background: the exponential expansion of the population, in conjunction with the escalating negative side effects associated with synthetic contraceptives, has prompted the exploration of alternative fertility control agents, particularly those sourced from medicinal plants. currently, several articles exist on the antifertility properties of medicinal plants. however, the application of a quantitative structured methodology such as bibliometrics to provide insight into this research field is limited. purpose: in this study, a quantitative analysis of published research articles that have been evaluated plants for their antifertility activities were examined using a bibliometric approach. we focused on publication trends, publishers, authors, keywords, countries, research hotspots, and research gaps. methods: data was obtained from scopus and analysed using rstudio biblioshiny and vosviewer software. a total of 614 research articles was retrieved after applying the inclusion and exclusion criteria. results: a downward trend in research in this field was evident. the journal contraception, was the most productive, with 57 publications. furthermore, there has been a shift in the direction of research, with more focus on male contraception. vosviewer analysis established india, nigeria, and iran as the most productive countries based on the number of publications. in terms of institutions, the university of rajasthan (india) produced the most articles. the author's keyword analysis resulted in the identification of 10 most studied plants based on keyword frequency. carica papaya l. was the most studied plant, showing promising male and female antifertility activities. oestrus cycle analysis, anti-implantation activity, and anti-spermatogenic activities were identified as the major modes of action used by researchers for evaluating plant antifertility activities. conclusion: we identified various research hotspots, detailing the modes of action used for evaluating plant antifertility activities. carica papaya l., azadirachta indica a.juss., and momordica charantia l. were the most studied plants and have the potential to be further investigated and developed into herbal contraceptives. finally, there is a need to isolate compounds present in these plants and determine their antifertility properties in both preclinical and clinical studies. (c) 2024","anti-fertility; anti-implantation; biodiversity; fertility; herbal contraceptive; spermatogenesis; vosviewer"
"xuan z.; fu s.; kang r.; wang y.; xiao q.","chatgpt research in healthcare is increasing dramatically: a bibliometric analysis based on vosviewer","2024","studies in health technology and informatics","10.3233/shti240296","the chatgpt (chat generative pretrained transformer), an ai-based chatbot, has garnered significant attention in healthcare. we methodically extracted two significant english databases (pubmed and web of science) to examine the current state of research and potential future directions for chatgpt in the healthcare field. following screening, 921 publications were included in the analysis, demonstrating a sharp rise in the previous year and a peak number of publications released in october 2023. meanwhile, we obtained 88 items and categorized them into 10 clusters, of which artificial intelligence, chatgpt, and humans ranked among the top three in terms of frequency.  (c) 2024 the authors.","bibliometric analysis; chatgpt; generative artificial intelligence; healthcare; large language models"
"xu h.-k.; lu h.; liu h.; chen c.; pang z.; zhang g.-f.; liu y.-l.; kan h.-m.","research trends and focus areas on the global grassland carbon sink - a bibliometric analysis for 1992 - 2022; [quan qiu cao di tan hui yan jiu qu shi yu zhong dian ling yu ------ji yu 1992--2022nian wen xian ji liang fen xi ]","2024","acta agrestia sinica","10.11733/j.issn.1007-0435.2024.07.018","in recent years, research on grassland carbon sinks has attracted much attention, and related research results have emerged. this paper assessed global research trends and priorities on grassland carbon sinks using bibliometrics based on the web of science core collection. the study found that the research focus on grassland carbon sinks had changed over the past three decades,from assessing the carbon sequestration potential of grasslands and the effects of high co2concentrations on plant and soil organic carbon, to the effects of land use and ma nagement practices on carbon and nitrogen storage of grasslands and the effects of plant communities on the carbon cycle. finally,the study focused on the effects of organic carbon and climate change on grassland carbon sinks. terms such as nitrogen, sequestration, dynamics, carbon, grassland and management were high-frequency keywords in the study of grassland carbon sinks, and hot research terms in recent years were organic carbon,climate change and the loess plateau. based on the results of the current study,it was recommended fully considering the interaction of climate change,land use and management systems when assessing the potential of grassland carbon sinks;strengthening large-scale spatial and temporal monitoring to comprehensively assess the characteristics of grassland carbon sinks;and conducting in-depth research on the regulation of grassland carbon sinks by climate change and abiotic processes to provide theoretical support for grassland restoration and mitigation measures. (c) 2024 china agricultural university. all rights reserved.","bibliometric analysis; carbon sink; climate change; grassland"
"he j.; ma h.; guo m.; wang j.; wang z.; fan g.","research into super-resolution in medical imaging from 2000 to 2023: bibliometric analysis and visualization","2024","quantitative imaging in medicine and surgery","10.21037/qims-24-67","background: super-resolution (sr) refers to the use of hardware or software methods to enhance the resolution of low-resolution (lr) images and produce high-resolution (hr) images. sr is applied frequently across a variety of medical imaging contexts, particularly in the enhancement of neuroimaging, with specific techniques including sr microscopy-used for diagnostic biomarkers-and functional magnetic resonance imaging (fmri)-a neuroimaging method for the measurement and mapping of brain activity. this bibliometric analysis of the literature related to sr in medical imaging was conducted to identify the global trends in this field, and visualization via graphs was completed to offer insights into future research prospects. methods: in order to perform a bibliometric analysis of the sr literature, this study sourced all publications from the web of science core collection (woscc) database published from january 1, 2000, to october 11, 2023. a total of 3,262 articles on sr in medical imaging were evaluated. vosviewer was used to perform co-occurrence and co-authorship analysis, and network visualization of the literature data, including author, journal, publication year, institution, and keywords, was completed. results: from 2000 to 2023, the annual publication volume surged from 13 to 366. the top three journals in this field in terms of publication volume were as follows: (i) scientific reports (86 publications), (ii) ieee transactions on medical imaging (74 publications), and (iii) ieee transactions on ultrasonics ferroelectrics and frequency control (56 publications). the most prolific country, institution, and author were the united states (1,017 publications; 31,301 citations), the chinese academy of sciences (124 publications; 2,758 citations), and dinggang shen (20 publications; 671 citations), respectively. a cluster analysis of the top 100 keywords was conducted, which revealed the presence of five co-occurrence clusters: (i) sr and artificial intelligence (ai) for medical image enhancement, (ii) sr and inverse problem processing concepts for positron emission tomography (pet) image processing, (iii) sr ultrasound through microbubbles, (iv) sr microscopy for alzheimer and parkinson diseases, and (v) sr in brain fmri: rapid acquisition and precise imaging. the most recent high-frequency keywords were deep learning (dl), magnetic resonance imaging (mri), and convolutional neural networks (cnns). conclusions: over the past two decades, the output of publications by countries, institutions, and authors in the field of sr in medical imaging has steadily increased. based on bibliometric analysis of international trends, the resurgence of sr in medical imaging has been facilitated by advancements in ai. the increasing need for multi-center and multi-modal medical images has further incentivized global collaboration, leading to the diverse research paths in sr medical imaging among prominent scientists. (c) 2024 ame publishing company. all rights reserved.","bibliometrics; deep learning (dl); image reconstruction; medical imaging; super-resolution (sr)"
"song h.; chen p.; sun y.; sheng j.; zhou l.","knowledge maps and emerging trends in cell-cultured meat since the 21st century research: based on different national perspectives of spatial-temporal analysis","2024","foods","10.3390/foods13132070","cell-cultured meat holds significant environmental value as an alternative protein source. throughout the 21st century, cell-cultured meat has progressively penetrated commercial markets. however, a systematic review encompassing the entire field needs improvement. employing citespace, vosviewer, and r-bibliometrix software, a bibliometric analysis was used to present the research progress and general development trends of 484 articles on cell-cultured meat from 2000 to 2022 based on countries, authors, institutions, and keywords. this analysis provides ideas for the future development of cell-cultured meat in different countries or regions worldwide. research on cell-cultured meat from 2000 to 2022 has undergone two phases: fluctuating growth (2000-2013) and rapid growth (2013-2022). noteworthy contributions to cell-cultured meat studies emerge from author groups in the united states of america, the united kingdom, and china, with influential institutions like the university of bath significantly impacting pertinent research. furthermore, over the past two decades, research has leaned towards exploring topics such as biomaterials, cultured, land use, public opinion, animal welfare, and food safety. furthermore, this study reveals differences in nomenclature between regions and institutions. cultured meat is more popular in some countries than in other forms. institutions in asia use cultured meat more frequently; however, institutions in the americas adopt cultivated meat and rarely adopt in vitro meat, and institutions in the european region have no particularly prominent tendency towards a specific nomenclature. future research should emphasize aligning the labeling of cell-cultured meat with effective management strategies and referencing regulatory policies across various countries. for the first time, we use three different bibliometric methods to analyze temporal and spatial variation in research on cellular meat. the results of this study have a multiplier effect. we provide a theoretical basis and a practical reference for the identification of alternatives in the dual context of food crisis and food security and climate crisis. at the same time, we also provide a reference for the sustainable development of the food system. (c) 2024 by the authors.","alternative protein; bibliometrics; cell-cultured meat; citespace; nomenclature; visual analysis; vosviewer"
"wang f.; zhang s.; xu y.; he w.; wang x.; he z.; shang j.; zhenyu z.","mapping the landscape: a bibliometric perspective on autophagy in spinal cord injury","2024","medicine (united states)","10.1097/md.0000000000038954","background: spinal cord injury (sci) is a severe condition that often leads to persistent damage of nerve cells and motor dysfunction. autophagy is an intracellular system that regulates the recycling and degradation of proteins and lipids, primarily through lysosomal-dependent organelle degradation. numerous publications have highlighted the involvement of autophagy in the secondary injury of sci. therefore, gaining a comprehensive understanding of autophagy research is crucial for designing effective therapies for sci. methods: dates were obtained from web of science, including articles and article reviews published from its inception to october 2023. vosviewer, citespace, and scimago were used to visualized analysis. bibliometric analysis was conducted using the web of science data, focusing on various categories such as publications, authors, journals, countries, organizations, and keywords. this analysis was aimed to summarize the knowledge map of autophagy and sci. results: from 2009 to 2023, the number of annual publications in this field exhibited wave-like growth, with the highest number of publications recorded in 2020 (44 publications). our analysis identified mei xifan as the most prolific author, while kanno h emerged as the most influential author based on co-citations. neuroscience letters was found to have published the largest number of papers in this field. china was the most productive country, contributing 232 publications, and wenzhou medical university was the most active organization, publishing 39 papers. conclusion: we demonstrated a comprehensive overview of the relationship between autophagy and sci utilizing bibliometric tools. this article could help to enhance the understanding of the field about autophagy and sci, foster collaboration among researchers and organizations, and identify potential therapeutic targets for treatment.  copyright (c) 2024 the author(s). published by wolters kluwer health, inc.","autophagy; bibliometric; mtor; spinal cord injury"
